,Date,RealE_SUM
711,2022-06-28T10:29:00Z,201963791.31374562
712,2022-06-28T10:30:00Z,201969780.40876195
713,2022-06-28T10:31:00Z,201975767.86112997
714,2022-06-28T10:32:00Z,201981700.18734103
715,2022-06-28T10:33:00Z,201987644.20697922
716,2022-06-28T10:34:00Z,201993677.6534943
717,2022-06-28T10:35:00Z,202000171.0414807
718,2022-06-28T10:36:00Z,202006240.62625435
719,2022-06-28T10:37:00Z,202012804.5942524
720,2022-06-28T10:38:00Z,202019461.60486996
721,2022-06-28T10:39:00Z,202026070.6742615
722,2022-06-28T10:40:00Z,202032743.11089244
723,2022-06-28T10:41:00Z,202039408.97693062
724,2022-06-28T10:42:00Z,202046064.98708016
725,2022-06-28T10:43:00Z,202052717.71193343
726,2022-06-28T10:44:00Z,202059393.43386027
727,2022-06-28T10:45:00Z,202066057.6572504
728,2022-06-28T10:46:00Z,202072713.66739994
729,2022-06-28T10:47:00Z,202079364.74960536
730,2022-06-28T10:48:00Z,202086043.75682825
731,2022-06-28T10:49:00Z,202092709.62286675
732,2022-06-28T10:50:00Z,202099359.06242368
733,2022-06-28T10:51:00Z,202106038.06964687
734,2022-06-28T10:52:00Z,202112690.79450017
735,2022-06-28T10:53:00Z,202119361.58848274
736,2022-06-28T10:54:00Z,202125958.6581907
737,2022-06-28T10:55:00Z,202132565.19400653
738,2022-06-28T10:56:00Z,202139240.91593337
739,2022-06-28T10:57:00Z,202145898.56873107
740,2022-06-28T10:58:00Z,202152561.14947304
741,2022-06-28T10:59:00Z,202159223.73021498
742,2022-06-28T11:00:00Z,202165896.16684577
743,2022-06-28T11:01:00Z,202172553.81964332
744,2022-06-28T11:02:00Z,202179221.32832968
745,2022-06-28T11:03:00Z,202185887.19436786
746,2022-06-28T11:04:00Z,202192549.77511013
747,2022-06-28T11:05:00Z,202199222.21174073
748,2022-06-28T11:06:00Z,202205889.7204271
749,2022-06-28T11:07:00Z,202212547.37322465
750,2022-06-28T11:08:00Z,202219226.38044786
751,2022-06-28T11:09:00Z,202225885.6758936
752,2022-06-28T11:10:00Z,202232554.82722798
753,2022-06-28T11:11:00Z,202239225.62121058
754,2022-06-28T11:12:00Z,202245888.20195252
755,2022-06-28T11:13:00Z,202252494.90481737
756,2022-06-28T11:14:00Z,202258413.39380613
757,2022-06-28T11:15:00Z,202264754.01551828
758,2022-06-28T11:16:00Z,202271426.45214888
759,2022-06-28T11:17:00Z,202278085.74759462
760,2022-06-28T11:18:00Z,202284746.68568856
